hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
有朝一日,有朝一日,yǒu zhāo yī rì,one day; sometime in the future,"newest-7, new-7",l,20719,4,4+-char,我在学习“有朝一日”。,I'm learning '有朝一日'.
提心吊胆,提心吊膽,tí xīn diào dǎn,(saying) to be very scared and on edge,"newest-7, new-7",v,20737,4,4+-char,我每天都提心吊胆。,I to be very scared and on edge every day.
天长地久,天長地久,tiān cháng dì jiǔ,enduring while the world lasts (idiom); eternal,"newest-7, new-7",v,20808,4,4+-char,我每天都天长地久。,I enduring while the world lasts every day.
走投无路,走投無路,zǒu tóu wú lù,to be at an impasse (idiom); in a tight spot; at the end of one's rope; desperate,"newest-7, new-7",l,21040,4,4+-char,我在学习“走投无路”。,I'm learning '走投无路'.
兴高采烈,興高采烈,xìng gāo cǎi liè,happy and excited (idiom); in high spirits; in great delight,"newest-7, new-7, old-6",l,21103,4,4+-char,我在学习“兴高采烈”。,I'm learning '兴高采烈'.
有条不紊,有條不紊,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged,"newest-7, old-6",l,21130,4,4+-char,我在学习“有条不紊”。,I'm learning '有条不紊'.
大街小巷,大街小巷,dà jiē xiǎo xiàng,great streets and small alleys (idiom); everywhere in the city,"newest-7, new-7",l,21134,4,4+-char,我在学习“大街小巷”。,I'm learning '大街小巷'.
相比之下,相比之下,xiāng bǐ zhī xià,by comparison,new-7,v,21165,4,4+-char,我每天都相比之下。,I by comparison every day.
一丝不苟,一絲不苟,yī sī bù gǒu,not one thread loose (idiom); strictly according to the rules; meticulous; not one hair out of place,"newest-7, old-6",v,21385,4,4+-char,我每天都一丝不苟。,I not one thread loose ; strictly according to the rules every day.
惊心动魄,驚心動魄,jīng xīn dòng pò,(idiom) heart-stopping; hair-raising; breathtaking,"newest-7, new-7",v,21494,4,4+-char,我每天都惊心动魄。,I heart-stopping; hair-raising; breathtaking every day.
袖手旁观,袖手旁觀,xiù shǒu páng guān,to watch with folded arms (idiom); to look on without lifting a finger,"newest-7, new-7",v,21626,4,4+-char,我每天都袖手旁观。,I to watch with folded arms ; to look on without lifting a finger every day.
力不从心,力不從心,lì bù cóng xīn,less capable than desirable (idiom); not as strong as one would wish; the spirit is willing but the flesh is weak,"newest-7, new-7",v,21629,4,4+-char,我每天都力不从心。,I less capable than desirable ; not as strong as one would wish every day.
格格不入,格格不入,gé gé bù rù,(idiom) inharmonious; incompatible,"newest-7, new-7",v,21750,4,4+-char,我每天都格格不入。,I inharmonious every day.
合情合理,合情合理,hé qíng hé lǐ,reasonable and fair (idiom),new-7,l,21777,4,4+-char,我在学习“合情合理”。,I'm learning '合情合理'.
和平共处,和平共處,hé píng gòng chǔ,"peaceful coexistence of nations, societies etc","newest-7, new-7",v,21788,4,4+-char,我每天都和平共处。,"I peaceful coexistence of nations, societies etc every day."
水落石出,水落石出,shuǐ luò shí chū,"as the water recedes, the rocks appear (idiom); the truth comes to light","newest-7, new-7",l,21841,4,4+-char,我在学习“水落石出”。,I'm learning '水落石出'.
顺理成章,順理成章,shùn lǐ chéng zhāng,logical; only to be expected; rational and clearly structured (of text),"newest-7, new-7",v,21854,4,4+-char,我每天都顺理成章。,I logical every day.
大名鼎鼎,大名鼎鼎,dà míng dǐng dǐng,grand reputation; renowned; famous,"newest-7, new-7","v, l",22163,4,4+-char,我每天都大名鼎鼎。,I grand reputation every day.
一事无成,一事無成,yī shì wú chéng,to have achieved nothing; to be a total failure; to get nowhere,"newest-7, new-7",v,22215,4,4+-char,我每天都一事无成。,I to have achieved nothing every day.
翻天覆地,翻天覆地,fān tiān fù dì,sky and the earth turning upside down (idiom); fig. complete confusion; everything turned on its head,"newest-7, new-7",l,22219,4,4+-char,我在学习“翻天覆地”。,I'm learning '翻天覆地'.
见义勇为,見義勇為,jiàn yì yǒng wéi,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause","newest-7, new-7, old-6",v,22262,4,4+-char,我每天都见义勇为。,I to see what is right and act courageously ; to stand up bravely for the truth every day.
形形色色,形形色色,xíng xíng sè sè,all kinds of; all sorts of; every (different) kind of,"newest-7, new-7",l,22513,4,4+-char,我在学习“形形色色”。,I'm learning '形形色色'.
指手画脚,指手畫腳,zhǐ shǒu huà jiǎo,to gesticulate while talking (idiom); to explain by waving one's hands; to criticize or give orders summarily,"newest-7, new-7",l,22588,4,4+-char,我在学习“指手画脚”。,I'm learning '指手画脚'.
来龙去脉,來龍去脈,lái lóng qù mài,the rise and fall of the terrain (idiom); (fig.) the whole sequence of events; causes and effects,"newest-7, new-7",l,22644,4,4+-char,我在学习“来龙去脉”。,I'm learning '来龙去脉'.
身不由己,身不由己,shēn bù yóu jǐ,without the freedom to act independently (idiom); involuntary; not of one's own volition; in spite of oneself,"newest-7, new-7",v,22648,4,4+-char,我每天都身不由己。,I without the freedom to act independently ; involuntary every day.
层出不穷,層出不窮,céng chū bù qióng,more and more emerge; innumerable succession; breeding like flies (idiom),"newest-7, new-7, old-6",v,22670,4,4+-char,我每天都层出不穷。,I more and more emerge every day.
市场经济,市場經濟,shì chǎng jīng jì,market economy,"newest-7, new-7",n,22676,4,4+-char,这是市场经济。,This is a market economy.
不怎么样,不怎麼樣,bù zěn me yàng,not up to much; very indifferent; nothing great about it; nothing good to be said about it,new-6,,22737,4,4+-char,我在学习“不怎么样”。,I'm learning '不怎么样'.
百科全书,百科全書,bǎi kē quán shū,encyclopedia,"newest-7, new-7",n,22806,4,4+-char,这是百科全书。,This is an encyclopedia.
惊天动地,驚天動地,jīng tiān dòng dì,world-shaking (idiom),"newest-7, new-7",v,22897,4,4+-char,我每天都惊天动地。,I world-shaking every day.
断断续续,斷斷續續,duàn duàn xù xù,intermittent; off and on; discontinuous; stop-go; stammering; disjointed; inarticulate,"newest-7, new-7, old-6",l,22968,4,4+-char,我在学习“断断续续”。,I'm learning '断断续续'.
一干二净,一乾二淨,yī gān èr jìng,thoroughly (idiom); completely; one and all; very clean,"newest-7, new-7",l,23050,4,4+-char,我在学习“一干二净”。,I'm learning '一干二净'.
意料之外,意料之外,yì liào zhī wài,(idiom) contrary to expectation; unexpected,new-7,,23162,4,4+-char,我在学习“意料之外”。,I'm learning '意料之外'.
无可厚非,無可厚非,wú kě hòu fēi,see 非,"newest-7, new-7",v,23211,4,4+-char,我每天都无可厚非。,I see 非 every day.
再接再厉,再接再厲,zài jiē zài lì,to continue the struggle (idiom); to persist; unremitting efforts,"newest-7, old-6",v,23317,4,4+-char,我每天都再接再厉。,I to continue the struggle ; to persist every day.
不以为然,不以為然,bù yǐ wéi rán,not to accept as correct (idiom); to object; to disapprove; to take exception to,"newest-7, new-7",v,23388,4,4+-char,我每天都不以为然。,I not to accept as correct ; to object every day.
沸沸扬扬,沸沸揚揚,fèi fèi yáng yáng,bubbling and gurgling; hubbubing; abuzz,"newest-7, new-7",l,23423,4,4+-char,我在学习“沸沸扬扬”。,I'm learning '沸沸扬扬'.
疲惫不堪,疲憊不堪,pí bèi bù kān,exhausted; fatigued to the extreme,new-7,l,23457,4,4+-char,我在学习“疲惫不堪”。,I'm learning '疲惫不堪'.
土生土长,土生土長,tǔ shēng tǔ zhǎng,locally born and bred; indigenous; home-grown,"newest-7, new-7",v,23491,4,4+-char,我每天都土生土长。,I locally born and bred every day.
人工智能,人工智能,rén gōng zhì néng,artificial intelligence (AI),"newest-6, new-7",n,23584,4,4+-char,这是人工智能。,This is an artificial intelligence.
接二连三,接二連三,jiē èr lián sān,one after another (idiom); in quick succession,"newest-7, new-7",l,23620,4,4+-char,我在学习“接二连三”。,I'm learning '接二连三'.
错综复杂,錯綜複雜,cuò zōng fù zá,tangled and complicated (idiom),"newest-7, new-7",v,23747,4,4+-char,我每天都错综复杂。,I tangled and complicated every day.
不屑一顾,不屑一顧,bù xiè yī gù,to disdain as beneath contempt (idiom),old-6,v,23826,4,4+-char,我每天都不屑一顾。,I to disdain as beneath contempt every day.
供不应求,供不應求,gōng bù yìng qiú,supply does not meet demand,"newest-7, new-7, old-6",v,23912,4,4+-char,我每天都供不应求。,I supply does not meet demand every day.
不了了之,不了了之,bù liǎo liǎo zhī,to settle a matter by leaving it unsettled; to end up with nothing definite,"newest-7, new-7",v,24145,4,4+-char,我每天都不了了之。,I to settle a matter by leaving it unsettled every day.
相依为命,相依為命,xiāng yī wéi mìng,mutually dependent for life (idiom); to rely upon one another for survival; interdependent,new-7,v,24505,4,4+-char,我每天都相依为命。,I mutually dependent for life ; to rely upon one another for survival every day.
赞不绝口,讚不絕口,zàn bù jué kǒu,to praise without cease (idiom); praise sb to high heaven,"newest-7, new-7",v,24518,4,4+-char,我每天都赞不绝口。,I to praise without cease ; praise sb to high heaven every day.
形影不离,形影不離,xíng yǐng bù lí,inseparable (as form and shadow),"newest-7, new-7",v,24715,4,4+-char,我每天都形影不离。,I inseparable every day.
恍然大悟,恍然大悟,huǎng rán dà wù,to suddenly realize; to suddenly see the light,"newest-7, new-7, old-6",v,24790,4,4+-char,我每天都恍然大悟。,I to suddenly realize every day.
不相上下,不相上下,bù xiāng shàng xià,equally matched; about the same,"newest-7, new-7, old-6",v,24846,4,4+-char,我每天都不相上下。,I equally matched every day.
翻来覆去,翻來覆去,fān lái fù qù,to toss and turn (sleeplessly); again and again,"newest-7, new-7",v,25055,4,4+-char,我每天都翻来覆去。,I to toss and turn every day.
归根到底,歸根到底,guī gēn dào dǐ,after all; in the final analysis; ultimately,"newest-7, new-7, old-6",l,25289,4,4+-char,我在学习“归根到底”。,I'm learning '归根到底'.
热泪盈眶,熱淚盈眶,rè lèi yíng kuàng,eyes brimming with tears of excitement (idiom); extremely moved,"newest-7, old-6",l,25380,4,4+-char,我在学习“热泪盈眶”。,I'm learning '热泪盈眶'.
半途而废,半途而廢,bàn tú ér fèi,to give up halfway (idiom); leave sth unfinished,"newest-7, new-7, old-6",v,25389,4,4+-char,我每天都半途而废。,I to give up halfway ; leave sth unfinished every day.
后顾之忧,後顧之憂,hòu gù zhī yōu,"fears of trouble in the rear (idiom); family worries (obstructing freedom of action); worries about the future consequences; often in negative expressions, meaning ""no worries about anything""","newest-7, new-7, old-6",l,25479,4,4+-char,我在学习“后顾之忧”。,I'm learning '后顾之忧'.
根深蒂固,根深蒂固,gēn shēn dì gù,deep-rooted (problem etc),"newest-7, new-7, old-6",v,25542,4,4+-char,我每天都根深蒂固。,I deep-rooted every day.
循序渐进,循序漸進,xún xù jiàn jìn,"in sequence, step by step (idiom); to make steady progress incrementally","newest-7, new-7, old-6",v,25628,4,4+-char,我每天都循序渐进。,"I in sequence, step by step ; to make steady progress incrementally every day."
心安理得,心安理得,xīn ān lǐ dé,to have a clear conscience; to have no qualms about sth,"newest-7, new-7",v,25820,4,4+-char,我每天都心安理得。,I to have a clear conscience every day.
不翼而飞,不翼而飛,bù yì ér fēi,to disappear without trace; to vanish all of a sudden; to spread fast; to spread like wildfire,"newest-7, new-7",v,25860,4,4+-char,我每天都不翼而飞。,I to disappear without trace every day.
无微不至,無微不至,wú wēi bù zhì,in every possible way (idiom); meticulous,"newest-7, new-7, old-6",l,25869,4,4+-char,我在学习“无微不至”。,I'm learning '无微不至'.
司空见惯,司空見慣,sī kōng jiàn guàn,a common occurrence (idiom),"newest-7, new-7",v,26048,4,4+-char,我每天都司空见惯。,I a common occurrence every day.
风风雨雨,風風雨雨,fēng fēng yǔ yǔ,trials and tribulations; ups and downs,new-7,"l, n",26049,4,4+-char,我在学习“风风雨雨”。,I'm learning '风风雨雨'.
兴致勃勃,興致勃勃,xìng zhì bó bó,to become exhilarated (idiom); in high spirits; full of zest,old-6,l,26094,4,4+-char,我在学习“兴致勃勃”。,I'm learning '兴致勃勃'.
喜怒哀乐,喜怒哀樂,xǐ nù āi lè,"four types of human emotions, namely: happiness 欢喜, anger 愤怒, sorrow 哀 and joy 快乐","newest-7, new-7",l,26105,4,4+-char,我在学习“喜怒哀乐”。,I'm learning '喜怒哀乐'.
独立自主,獨立自主,dú lì zì zhǔ,independent and autonomous (idiom); self-determination; to act independently; to maintain control over one's own affairs,new-7,v,26162,4,4+-char,我每天都独立自主。,I independent and autonomous ; self-determination every day.
过意不去,過意不去,guò yì bù qù,to feel very apologetic,"newest-7, new-7",v,26199,4,4+-char,我每天都过意不去。,I to feel very apologetic every day.
倾家荡产,傾家蕩產,qīng jiā dàng chǎn,to lose a family fortune (idiom),"newest-7, new-7",l,26223,4,4+-char,我在学习“倾家荡产”。,I'm learning '倾家荡产'.
不亦乐乎,不亦樂乎,bù yì lè hū,lit. isn't that a joy? (quote from Confucius); fig. (jocular) extremely; awfully,"newest-7, new-7",v,26229,4,4+-char,我每天都不亦乐乎。,I lit. isn't that a joy? every day.
挨家挨户,挨家挨戶,āi jiā āi hù,to go from house to house,"newest-7, new-7",l,26236,4,4+-char,我在学习“挨家挨户”。,I'm learning '挨家挨户'.
无精打采,無精打采,wú jīng dǎ cǎi,dispirited and downcast (idiom); listless; in low spirits; washed out,"newest-7, new-7, old-6",v,26282,4,4+-char,我每天都无精打采。,I dispirited and downcast ; listless every day.
无穷无尽,無窮無盡,wú qióng wú jìn,endless; boundless; infinite,old-6,v,26310,4,4+-char,我每天都无穷无尽。,I endless every day.
爱不释手,愛不釋手,ài bù shì shǒu,(idiom) to like sth so much that one is reluctant to put it down; to find sth utterly irresistible,"newest-7, new-7, old-6",v,26355,4,4+-char,我每天都爱不释手。,I to like sth so much that one is reluctant to put it down; to find sth utterly irresistible every day.
摇摇欲坠,搖搖欲墜,yáo yáo yù zhuì,tottering; on the verge of collapse,"newest-7, new-7",v,26421,4,4+-char,我每天都摇摇欲坠。,I tottering every day.
一声不吭,一聲不吭,yī shēng bù kēng,to not say a word,"newest-7, new-7",l,26480,4,4+-char,我在学习“一声不吭”。,I'm learning '一声不吭'.
引人入胜,引人入勝,yǐn rén rù shèng,to enchant; fascinating,"newest-7, new-7",v,26589,4,4+-char,我每天都引人入胜。,I to enchant every day.
急功近利,急功近利,jí gōng jìn lì,"seeking instant benefit (idiom); shortsighted vision, looking only for fast return","newest-7, old-6",v,26592,4,4+-char,我每天都急功近利。,"I seeking instant benefit ; shortsighted vision, looking only for fast return every day."
以身作则,以身作則,yǐ shēn zuò zé,to set an example (idiom); to serve as a model,"newest-7, new-7",v,26601,4,4+-char,我每天都以身作则。,I to set an example ; to serve as a model every day.
咬牙切齿,咬牙切齒,yǎo yá qiè chǐ,(idiom) to gnash one's teeth; to fume with rage,old-6,l,26671,4,4+-char,我在学习“咬牙切齿”。,I'm learning '咬牙切齿'.
发扬光大,發揚光大,fā yáng guāng dà,to develop and promote; to carry forward; to bring to great height of development,"newest-7, new-7",v,26690,4,4+-char,我每天都发扬光大。,I to develop and promote every day.
无足轻重,無足輕重,wú zú qīng zhòng,insignificant,new-7,v,26725,4,4+-char,我每天都无足轻重。,I insignificant every day.
胸有成竹,胸有成竹,xiōng yǒu chéng zhú,(idiom) to have a well thought out plan in mind,"newest-7, new-7",v,26904,4,4+-char,我每天都胸有成竹。,I to have a well thought out plan in mind every day.
居高临下,居高臨下,jū gāo lín xià,"lit. to be in a high location, overlooking the scene below (idiom); fig. to occupy a commanding position; to assume a haughty attitude",new-7,v,26950,4,4+-char,我每天都居高临下。,"I lit. to be in a high location, overlooking the scene below every day."
深入人心,深入人心,shēn rù rén xīn,to enter deeply into people's hearts; to have a real impact on the people (idiom),"newest-7, new-7",v,27174,4,4+-char,我每天都深入人心。,I to enter deeply into people's hearts every day.
触目惊心,觸目驚心,chù mù jīng xīn,"lit. shocks the eye, astonishes the heart (idiom); shocking; horrible to see; a ghastly sight","newest-7, new-7",v,27190,4,4+-char,我每天都触目惊心。,"I lit. shocks the eye, astonishes the heart ; shocking every day."
阿拉伯语,阿拉伯語,Ā lā bó yǔ,Arabic (language),new-7,nz,27202,4,4+-char,这是阿拉伯语。,This is an Arabic.
异想天开,異想天開,yì xiǎng tiān kāi,to imagine the wildest thing; to indulge in fantasy,"newest-7, new-7",v,27249,4,4+-char,我每天都异想天开。,I to imagine the wildest thing every day.
与日俱增,與日俱增,yǔ rì jù zēng,to increase steadily; to grow with each passing day,"newest-7, new-7, old-6",v,27300,4,4+-char,我每天都与日俱增。,I to increase steadily every day.
哭笑不得,哭笑不得,kū xiào bù dé,lit. not to know whether to laugh or cry (idiom); both funny and extremely embarrassing; between laughter and tears,"newest-7, new-7",l,27338,4,4+-char,我在学习“哭笑不得”。,I'm learning '哭笑不得'.
兢兢业业,兢兢業業,jīng jīng yè yè,(idiom) conscientious; assiduous,"newest-7, new-7, old-6",v,27396,4,4+-char,我每天都兢兢业业。,I conscientious every day.
争先恐后,爭先恐後,zhēng xiān kǒng hòu,striving to be first and fearing to be last (idiom); outdoing one another,"newest-7, new-7, old-6",l,27476,4,4+-char,我在学习“争先恐后”。,I'm learning '争先恐后'.
异口同声,異口同聲,yì kǒu tóng shēng,"different mouths, same voice; to speak in unison (idiom)","newest-7, new-7",l,27668,4,4+-char,我在学习“异口同声”。,I'm learning '异口同声'.
密不可分,密不可分,mì bù kě fēn,inextricably linked (idiom); inseparable,new-7,v,27738,4,4+-char,我每天都密不可分。,I inextricably linked every day.
五花八门,五花八門,wǔ huā bā mén,myriad; all kinds of; all sorts of,"newest-7, new-7",l,27751,4,4+-char,我在学习“五花八门”。,I'm learning '五花八门'.
目不转睛,目不轉睛,mù bù zhuǎn jīng,unable to take one's eyes off (idiom); to gaze steadily; to stare,"newest-7, new-7",l,27819,4,4+-char,我在学习“目不转睛”。,I'm learning '目不转睛'.
原汁原味,原汁原味,yuán zhī yuán wèi,original; authentic,"newest-7, new-7",l,27889,4,4+-char,我在学习“原汁原味”。,I'm learning '原汁原味'.
精疲力竭,精疲力竭,jīng pí lì jié,"spirit weary, strength exhausted (idiom); spent; drained; washed out","newest-7, new-7",v,27998,4,4+-char,我每天都精疲力竭。,"I spirit weary, strength exhausted ; spent every day."
欢声笑语,歡聲笑語,huān shēng xiào yǔ,cheers and laughter,"newest-7, new-7",l,28045,4,4+-char,我在学习“欢声笑语”。,I'm learning '欢声笑语'.
日新月异,日新月異,rì xīn yuè yì,"daily renewal, monthly change (idiom); every day sees new developments; rapid progress","newest-7, new-7, old-6",v,28296,4,4+-char,我每天都日新月异。,"I daily renewal, monthly change every day."
夜以继日,夜以繼日,yè yǐ jì rì,night and day (idiom); continuous strenuous effort,"newest-7, new-7",l,28406,4,4+-char,我在学习“夜以继日”。,I'm learning '夜以继日'.
骇人听闻,駭人聽聞,hài rén tīng wén,shocking; horrifying; atrocious; terrible,"newest-7, new-7",v,28491,4,4+-char,我每天都骇人听闻。,I shocking every day.
自相矛盾,自相矛盾,zì xiāng máo dùn,to contradict oneself; self-contradictory; inconsistent,"newest-7, new-7",v,28620,4,4+-char,我每天都自相矛盾。,I to contradict oneself every day.
五颜六色,五顏六色,wǔ yán liù sè,multicolored; every color under the sun,"newest-5, new-4",l,28844,4,4+-char,我在学习“五颜六色”。,I'm learning '五颜六色'.
艰苦奋斗,艱苦奮鬥,jiān kǔ fèn dòu,to struggle arduously,new-7,v,28881,4,4+-char,我每天都艰苦奋斗。,I to struggle arduously every day.
相对而言,相對而言,xiāng duì ér yán,relatively speaking; comparatively speaking,new-7,c,28925,4,4+-char,我在学习“相对而言”。,I'm learning '相对而言'.
古今中外,古今中外,gǔ jīn zhōng wài,at all times and in all places (idiom),"newest-7, new-7",,28984,4,4+-char,我在学习“古今中外”。,I'm learning '古今中外'.
安居乐业,安居樂業,ān jū lè yè,to live in peace and work happily (idiom),old-6,v,29270,4,4+-char,我每天都安居乐业。,I to live in peace and work happily every day.
持之以恒,持之以恆,chí zhī yǐ héng,to pursue unremittingly (idiom); to persevere,"newest-7, new-7",v,29365,4,4+-char,我每天都持之以恒。,I to pursue unremittingly ; to persevere every day.
彬彬有礼,彬彬有禮,bīn bīn yǒu lǐ,refined and courteous; urbane,"newest-7, new-7",l,29487,4,4+-char,我在学习“彬彬有礼”。,I'm learning '彬彬有礼'.
恼羞成怒,惱羞成怒,nǎo xiū chéng nù,to fly into a rage out of humiliation; to be ashamed into anger (idiom),"newest-7, new-7",v,29606,4,4+-char,我每天都恼羞成怒。,I to fly into a rage out of humiliation every day.
自私自利,自私自利,zì sī zì lì,everything for self and selfish profit (idiom); with no regard for others; selfish; mercenary,new-7,v,29615,4,4+-char,我每天都自私自利。,I everything for self and selfish profit ; with no regard for others every day.
喜出望外,喜出望外,xǐ chū wàng wài,to be pleased beyond one's expectations (idiom); overjoyed at the turn of events,"newest-7, new-7",v,29648,4,4+-char,我每天都喜出望外。,I to be pleased beyond one's expectations every day.
吃喝玩乐,吃喝玩樂,chī hē wán lè,"to eat, drink and be merry (idiom); to abandon oneself to a life of pleasure","newest-7, new-7",v,29716,4,4+-char,我每天都吃喝玩乐。,"I to eat, drink and be merry every day."
比比皆是,比比皆是,bǐ bǐ jiē shì,can be found everywhere,"newest-7, new-7",v,29754,4,4+-char,我每天都比比皆是。,I can be found everywhere every day.
刻不容缓,刻不容緩,kè bù róng huǎn,to brook no delay; to demand immediate action,"newest-7, old-6",v,29831,4,4+-char,我每天都刻不容缓。,I to brook no delay every day.
这样一来,這樣一來,zhè yàng yī lái,thus; if this happens then,new-7,l,29867,4,4+-char,我在学习“这样一来”。,I'm learning '这样一来'.
长期以来,長期以來,cháng qī yǐ lái,for a long time,"newest-7, new-7",l,29889,4,4+-char,我在学习“长期以来”。,I'm learning '长期以来'.
容光焕发,容光煥發,róng guāng huàn fā,face glowing (idiom); looking radiant; all smiles,"newest-7, new-7",v,29949,4,4+-char,我每天都容光焕发。,I face glowing ; looking radiant every day.
弄虚作假,弄虛作假,nòng xū zuò jiǎ,to practice fraud (idiom); by trickery,"newest-7, new-7",v,29962,4,4+-char,我每天都弄虚作假。,I to practice fraud ; by trickery every day.
物美价廉,物美價廉,wù měi jià lián,good quality and cheap; a bargain,"newest-7, old-6",v,29995,4,4+-char,我每天都物美价廉。,I good quality and cheap every day.
得不偿失,得不償失,dé bù cháng shī,the gains do not make up for the losses (idiom),"newest-7, new-7, old-6",v,30150,4,4+-char,我每天都得不偿失。,I the gains do not make up for the losses every day.
优胜劣汰,優勝劣汰,yōu shèng liè tài,survival of the fittest (idiom),"newest-7, old-6",v,30236,4,4+-char,我每天都优胜劣汰。,I survival of the fittest every day.
耐人寻味,耐人尋味,nài rén xún wèi,thought-provoking; worth thinking over; to provide food for thought,"newest-7, new-7",v,30346,4,4+-char,我每天都耐人寻味。,I thought-provoking every day.
天经地义,天經地義,tiān jīng dì yì,lit. heaven's law and earth's principle (idiom); fig. right and proper; right and unalterable; a matter of course,"newest-7, new-7",l,30356,4,4+-char,我在学习“天经地义”。,I'm learning '天经地义'.
恰如其分,恰如其分,qià rú qí fèn,(idiom) appropriate; apt; just right,"newest-7, new-7",l,30471,4,4+-char,我在学习“恰如其分”。,I'm learning '恰如其分'.
寥寥无几,寥寥無幾,liáo liáo wú jǐ,just a very few (idiom); tiny number; not many at all; You count them on your fingers.,"newest-7, new-7",v,30527,4,4+-char,我每天都寥寥无几。,I just a very few ; tiny number every day.
一举两得,一舉兩得,yī jǔ liǎng dé,"one move, two gains (idiom); two birds with one stone","newest-7, old-6",v,30782,4,4+-char,我每天都一举两得。,"I one move, two gains ; two birds with one stone every day."
熙熙攘攘,熙熙攘攘,xī xī rǎng rǎng,bustling with activity (idiom),"newest-7, new-7",v,30846,4,4+-char,我每天都熙熙攘攘。,I bustling with activity every day.
死心塌地,死心塌地,sǐ xīn tā dì,to be hell-bent on; dead set on sth; unswerving,new-7,,31068,4,4+-char,我在学习“死心塌地”。,I'm learning '死心塌地'.
无可奉告,無可奉告,wú kě fèng gào,"(idiom) ""no comment""","new-7, old-6",v,31077,4,4+-char,我每天都无可奉告。,"I ""no comment"" every day."
耳熟能详,耳熟能詳,ěr shú néng xiáng,what's frequently heard can be repeated in detail (idiom),"newest-7, new-7",v,31301,4,4+-char,我每天都耳熟能详。,I what's frequently heard can be repeated in detail every day.
大同小异,大同小異,dà tóng xiǎo yì,virtually the same; differing only on small points,"newest-7, new-7",v,31466,4,4+-char,我每天都大同小异。,I virtually the same every day.
一应俱全,一應俱全,yī yīng jù quán,with everything needed available,"newest-7, new-7",v,31560,4,4+-char,我每天都一应俱全。,I with everything needed available every day.
素不相识,素不相識,sù bù xiāng shí,to be total strangers (idiom),"newest-7, new-7",v,31683,4,4+-char,我每天都素不相识。,I to be total strangers every day.
重中之重,重中之重,zhòng zhōng zhī zhòng,of the utmost importance; of highest priority,"newest-7, new-7",l,31683,4,4+-char,我在学习“重中之重”。,I'm learning '重中之重'.
面面俱到,面面俱到,miàn miàn jù dào,(idiom) take care of everything; handle everything,"newest-7, new-7",v,31752,4,4+-char,我每天都面面俱到。,I take care of everything; handle everything every day.
呼风唤雨,呼風喚雨,hū fēng huàn yǔ,to call the wind and summon the rain (idiom); to exercise magical powers; fig. to stir up troubles,new-7,l,31838,4,4+-char,我在学习“呼风唤雨”。,I'm learning '呼风唤雨'.
精打细算,精打細算,jīng dǎ xì suàn,meticulous planning and careful accounting (idiom),"newest-7, new-7, old-6",v,31904,4,4+-char,我每天都精打细算。,I meticulous planning and careful accounting every day.
一筹莫展,一籌莫展,yī chóu mò zhǎn,to be unable to find a solution; to be at wits' end,"newest-7, new-7",v,31915,4,4+-char,我每天都一筹莫展。,I to be unable to find a solution every day.
潜移默化,潛移默化,qián yí mò huà,imperceptible influence; to influence secretly,"newest-7, new-7, old-6",v,31990,4,4+-char,我每天都潜移默化。,I imperceptible influence every day.
目中无人,目中無人,mù zhōng wú rén,to consider everyone else beneath one (idiom); so arrogant that no-one else matters; condescending; to go about with one's nose in the air,"newest-7, new-7",v,32144,4,4+-char,我每天都目中无人。,I to consider everyone else beneath one ; so arrogant that no-one else matters every day.
无所作为,無所作為,wú suǒ zuò wéi,attempting nothing and accomplishing nothing (idiom); without any initiative or drive; feckless,"newest-7, new-7",v,32252,4,4+-char,我每天都无所作为。,I attempting nothing and accomplishing nothing ; without any initiative or drive every day.
成群结队,成群結隊,chéng qún jié duì,"making up a group, forming a troupe (idiom); in large numbers; as a large crowd","newest-7, new-7",l,32277,4,4+-char,我在学习“成群结队”。,I'm learning '成群结队'.
此起彼伏,此起彼伏,cǐ qǐ bǐ fú,"up here, down there (idiom); to rise and fall in succession; no sooner one subsides, the next arises; repeating continuously; occurring again and again (of applause, fires, waves, protests, conflicts, uprisings etc)","newest-7, new-7",v,32474,4,4+-char,我每天都此起彼伏。,"I up here, down there ; to rise and fall in succession every day."
灵机一动,靈機一動,líng jī yī dòng,a bright idea suddenly occurs (idiom); to hit upon an inspiration; to be struck by a brainwave,"newest-7, new-7",v,32503,4,4+-char,我每天都灵机一动。,I a bright idea suddenly occurs ; to hit upon an inspiration every day.
聚精会神,聚精會神,jù jīng huì shén,to concentrate one's attention (idiom),"newest-7, new-7, old-6",l,32588,4,4+-char,我在学习“聚精会神”。,I'm learning '聚精会神'.
因人而异,因人而異,yīn rén ér yì,varying from person to person (idiom); different for each individual,"newest-7, new-7",v,32691,4,4+-char,我每天都因人而异。,I varying from person to person ; different for each individual every day.
难能可贵,難能可貴,nán néng kě guì,rare and precious; valuable; remarkable,"newest-7, old-6",v,32815,4,4+-char,我每天都难能可贵。,I rare and precious every day.
不约而同,不約而同,bù yuē ér tóng,to agree by chance (idiom); taking the same action without prior consultation,"newest-7, new-7",l,32822,4,4+-char,我在学习“不约而同”。,I'm learning '不约而同'.
