hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
得分,得分,dé fēn,to score,"newest-3, new-3","v, n",3694,2,2-char,我每天都得分。,I to score every day.
纪录,紀錄,jì lù,"variant of 记录 (but in Taiwan, not for the verb sense ""to record"")","newest-5, new-3, old-5","n, v",3694,2,2-char,这是纪录。,This is a variant of 记录.
游泳,游泳,yóu yǒng,swimming; to swim,"newest-2, new-3, old-2","v, vn",3695,2,2-char,我每天都游泳。,I swimming every day.
指示,指示,zhǐ shì,to point out; to indicate; to instruct; directives; instructions,"newest-6, new-5, old-6","n, v",3699,2,2-char,这是指示。,This is a to point out.
难受,難受,nán shòu,to feel unwell; to suffer pain; to be difficult to bear,"newest-4, new-2, old-4",a,3699,2,2-char,这个很难受。,This is very to feel unwell.
暴露,暴露,bào lù,to expose; to reveal; to lay bare; also pr. [pù lù],"newest-6, new-6, old-6","v, vn",3702,2,2-char,我每天都暴露。,I to expose every day.
出于,出於,chū yú,due to; to stem from,"newest-6, new-5",v,3703,2,2-char,我每天都出于。,I due to every day.
官方,官方,guān fāng,government; official (approved or issued by an authority),"newest-6, new-4, old-6",n,3703,2,2-char,这是官方。,This is a government.
逮捕,逮捕,dài bǔ,to arrest; to apprehend; an arrest,"newest-7, new-7, old-6","v, vn",3705,2,2-char,我每天都逮捕。,I to arrest every day.
伤口,傷口,shāng kǒu,wound; cut,"newest-6, new-6",n,3710,2,2-char,这是伤口。,This is a wound.
农民,農民,nóng mín,peasant; farmer,"newest-5, new-3, old-5",n,3710,2,2-char,这是农民。,This is a peasant.
机械,機械,jī xiè,machine; machinery; mechanical; (old) cunning; scheming,"newest-6, new-6, old-6","n, a",3710,2,2-char,这是机械。,This is a machine.
瞬间,瞬間,shùn jiān,in an instant; in a flash,"newest-6, new-7","t, n",3712,2,2-char,我们瞬间见。,See you in an instant.
电力,電力,diàn lì,electrical power; electricity,"newest-6, new-6",n,3716,2,2-char,这是电力。,This is an electrical power.
双手,雙手,shuāng shǒu,both hands,new-5,n,3719,2,2-char,这是双手。,This is a both hands.
得了,得了,dé le,all right!; that's enough!,"newest-6, new-5","v, y",3720,2,2-char,我每天都得了。,I all right! every day.
买卖,買賣,mǎi mài,buying and selling; business; business transactions,"newest-5, new-5","vn, v, n",3721,2,2-char,我每天都买卖。,I buying and selling every day.
引导,引導,yǐn dǎo,to guide; to lead (around); to conduct; to boot; introduction; primer,"newest-6, new-4, old-6","v, vn",3723,2,2-char,我每天都引导。,I to guide every day.
杀手,殺手,shā shǒu,killer; murderer; hit man; (sports) formidable player,"newest-7, new-7",n,3723,2,2-char,这是杀手。,This is a killer.
协助,協助,xié zhù,to provide assistance; to aid,"newest-6, new-6, old-6","v, vn",3724,2,2-char,我每天都协助。,I to provide assistance every day.
民族,民族,mín zú,nationality; ethnic group,"newest-4, new-3, old-4",n,3724,2,2-char,这是民族。,This is a nationality; ethnic group.
航班,航班,háng bān,(scheduled) flight; (scheduled) sailing,"newest-4, new-4, old-4",n,3730,2,2-char,这是航班。,This is a flight;  sailing.
偶尔,偶爾,ǒu ěr,occasionally; once in a while; sometimes,"newest-4, new-5, old-4","d, b",3731,2,2-char,他偶尔来。,He comes occasionally.
约会,約會,yuē huì,appointment; engagement; date; to arrange to meet,"newest-4, new-4, old-4","v, n, vn",3731,2,2-char,我每天都约会。,I appointment every day.
轿车,轎車,jiào chē,enclosed carriage for carrying passengers; motor carriage; car or bus; limousine,"newest-7, new-7",n,3733,2,2-char,这是轿车。,This is an enclosed carriage for carrying passengers.
商品,商品,shāng pǐn,commodity; goods; merchandise,"newest-4, new-3, old-5",n,3735,2,2-char,这是商品。,This is a commodity.
悲伤,悲傷,bēi shāng,sad; sorrowful,"newest-6, new-5","a, an",3739,2,2-char,这个很悲伤。,This is very sad; sorrowful.
防守,防守,fáng shǒu,to defend; to protect (against),"newest-7, new-6, old-6","v, vn",3740,2,2-char,我每天都防守。,I to defend every day.
哪些,哪些,nǎ xiē,which ones?; who?; what?,"newest-1, new-1",r,3741,2,2-char,我在学习“哪些”。,I'm learning '哪些'.
审判,審判,shěn pàn,a trial; to try sb,"newest-7, new-7, old-6","vn, v",3741,2,2-char,我每天都审判。,I a trial every day.
形势,形勢,xíng shì,circumstances; situation; terrain,"newest-5, new-4, old-5",n,3741,2,2-char,这是形势。,This is a circumstances.
财务,財務,cái wù,financial affairs,"newest-6, new-7, old-6",n,3745,2,2-char,这是财务。,This is a financial affairs.
损伤,損傷,sǔn shāng,to harm; to damage; to injure; impairment; loss; disability,"newest-6, new-7","vn, v",3746,2,2-char,我每天都损伤。,I to harm every day.
主角,主角,zhǔ jué,leading role; lead; protagonist,"newest-6, new-6",n,3747,2,2-char,这是主角。,This is a leading role; lead.
顾问,顧問,gù wèn,adviser; consultant,"newest-6, new-5, old-6",n,3747,2,2-char,这是顾问。,This is an adviser.
助理,助理,zhù lǐ,assistant,"newest-6, new-5, old-6",n,3755,2,2-char,这是助理。,This is an assistant.
出售,出售,chū shòu,to sell; to offer for sale; to put on the market,"newest-5, new-4","v, vn",3758,2,2-char,我每天都出售。,I to sell every day.
潜力,潛力,qián lì,potential; capacity,"newest-6, new-6, old-6",n,3759,2,2-char,这是潜力。,This is a potential.
锻炼,鍛鍊,duàn liàn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,"newest-3, new-4, old-3","v, vn",3764,2,2-char,我每天都锻炼。,I to toughen every day.
裤子,袴子,kù zi,"variant of 裤子, trousers; pants","newest-2, new-3, old-3",n,3765,2,2-char,这是裤子。,"This is a variant of 裤子, trousers."
总部,總部,zǒng bù,general headquarters,"newest-5, new-6",n,3767,2,2-char,这是总部。,This is a general headquarters.
分离,分離,fēn lí,to separate,"newest-5, new-5","v, vn",3769,2,2-char,我每天都分离。,I to separate every day.
运输,運輸,yùn shū,to transport; to carry; transportation,"newest-5, new-3, old-5","vn, v",3770,2,2-char,我每天都运输。,I to transport every day.
发型,髮型,fà xíng,hairstyle; coiffure; hairdo,"newest-7, new-7",n,3773,2,2-char,这是发型。,This is a hairstyle.
笑容,笑容,xiào róng,smile; smiling expression,"newest-6, new-6",n,3774,2,2-char,这是笑容。,This is a smile.
利润,利潤,lì rùn,profits,"newest-5, new-5, old-5",n,3776,2,2-char,这是利润。,This is a profits.
折磨,折磨,zhé mó,to torment; to torture,"newest-7, new-7, old-6","v, vn",3782,2,2-char,我每天都折磨。,I to torment every day.
护士,護士,hù shi,nurse,"newest-4, new-4, old-4",n,3782,2,2-char,这是护士。,This is a nurse.
拍照,拍照,pāi zhào,to take a picture,"newest-3, new-4","v, vn",3782,2,2-char,我每天都拍照。,I to take a picture every day.
慈善,慈善,cí shàn,benevolent; charitable,"newest-7, new-7","a, an",3786,2,2-char,这个很慈善。,This is very benevolent.
珍惜,珍惜,zhēn xī,to treasure; to value; to cherish,"newest-5, new-5, old-5","v, vn",3787,2,2-char,我每天都珍惜。,I to treasure every day.
地板,地板,dì bǎn,floor,"newest-7, new-6",n,3788,2,2-char,这是地板。,This is a floor.
消除,消除,xiāo chú,to eliminate; to remove,"newest-6, new-5, old-6",v,3789,2,2-char,我每天都消除。,I to eliminate every day.
传播,傳播,chuán bō,to disseminate; to propagate; to spread,"newest-5, new-3, old-5","v, vn",3790,2,2-char,我每天都传播。,I to disseminate; to propagate; to spread every day.
参观,參觀,cān guān,to look around; to tour; to visit,"newest-4, new-2, old-4","v, vn",3793,2,2-char,我每天都参观。,I to look around every day.
晚饭,晚飯,wǎn fàn,evening meal; dinner; supper,"newest-1, new-1",n,3794,2,2-char,这是晚饭。,This is an evening meal.
随意,隨意,suí yì,as one wishes; according to one's wishes; at will; voluntary; conscious,"newest-5, new-5, old-6","ad, a, an",3794,2,2-char,这个很随意。,This is very as one wishes.
顺便,順便,shùn biàn,conveniently; in passing; without much extra effort,"newest-4, new-7, old-4",d,3796,2,2-char,他顺便来。,He comes conveniently.
好奇,好奇,hào qí,inquisitive; curious; inquisitiveness; curiosity,"newest-5, new-3, old-5","a, v, an",3798,2,2-char,这个很好奇。,This is very inquisitive.
友谊,友誼,yǒu yì,companionship; fellowship; friendship,"newest-4, new-5, old-4",n,3801,2,2-char,这是友谊。,This is a companionship.
集体,集體,jí tǐ,collective (decision); joint (effort); a group; a team; en masse; as a group,"newest-5, new-3, old-5",n,3804,2,2-char,这是集体。,This is a collective.
罢了,罷了,bà le,"a modal particle indicating (that's all, only, nothing much)","newest-7, new-6",y,3807,2,2-char,我在学习“罢了”。,I'm learning '罢了'.
寻求,尋求,xún qiú,to seek; to look for,"newest-6, new-5",v,3808,2,2-char,我每天都寻求。,I to seek; to look for every day.
预计,預計,yù jì,to forecast; to predict; to estimate,"newest-5, new-3","v, vn",3808,2,2-char,我每天都预计。,I to forecast every day.
收获,收獲,shōu huò,variant of 收获,"newest-5, new-4, old-5","n, v, vn",3809,2,2-char,这是收获。,This is a variant of 收获.
装饰,裝飾,zhuāng shì,to decorate; decoration; decorative; ornamental,"newest-5, new-5, old-5","n, v, vn",3810,2,2-char,这是装饰。,This is a to decorate.
通讯,通訊,tōng xùn,communications; news story; dispatch,"newest-6, new-6, old-5",n,3811,2,2-char,这是通讯。,This is a communications.
小学,小學,xiǎo xué,elementary school; primary school,"newest-1, new-1",n,3819,2,2-char,这是小学。,This is an elementary school; primary school.
隐藏,隱藏,yǐn cáng,to hide; to conceal; to mask; to shelter; to harbor (i.e. keep sth hidden); to hide oneself; to lie low; to nestle; hidden; implicit; private; covert; recessed (lighting),"newest-6, new-6",v,3821,2,2-char,我每天都隐藏。,I to hide every day.
太太,太太,tài tai,married woman; Mrs.; Madam; wife,"newest-5, new-2, old-5",n,3823,2,2-char,这是太太。,This is a married woman.
落后,落後,luò hòu,to fall behind; to lag (in technology etc); backward; to retrogress,"newest-6, new-3, old-5","a, an",3824,2,2-char,这个很落后。,This is very to fall behind.
授权,授權,shòu quán,to authorize,"newest-7, new-7","v, vn",3827,2,2-char,我每天都授权。,I to authorize every day.
算了,算了,suàn le,let it be; let it pass; forget about it,"newest-6, new-6, old-6",,3829,2,2-char,我在学习“算了”。,I'm learning '算了'.
沙发,沙發,shā fā,sofa (loanword); (Internet slang) the first reply or replier to a forum post,"newest-3, new-3, old-4",n,3832,2,2-char,这是沙发。,This is a sofa.
策划,策劃,cè huà,to plot; to scheme; to bring about; to engineer; planning; producer; planner,"newest-6, new-6, old-6","v, vn",3835,2,2-char,我每天都策划。,I to plot every day.
轻易,輕易,qīng yì,easily; lightly; rashly,"newest-5, new-4","d, a",3836,2,2-char,他轻易来。,He comes easily.
大厅,大廳,dà tīng,hall; lounge,"newest-4, new-5",n,3838,2,2-char,这是大厅。,This is a hall.
强调,強調,qiáng diào,to emphasize (a statement); to stress,"newest-5, new-3, old-5",v,3839,2,2-char,我每天都强调。,I to emphasize every day.
预算,預算,yù suàn,budget,"newest-7, new-7, old-6",n,3840,2,2-char,这是预算。,This is a budget.
冒险,冒險,mào xiǎn,to take risks; to take chances; foray; adventure,"newest-6, new-7, old-5","v, vn",3841,2,2-char,我每天都冒险。,I to take risks every day.
行政,行政,xíng zhèng,administration; (attributive) administrative; executive,"newest-7, new-7, old-6",n,3843,2,2-char,这是行政。,This is an administration.
大楼,大樓,dà lóu,"building (a relatively large, multistory one)",new-4,n,3844,2,2-char,这是大楼。,This is a building.
耐心,耐心,nài xīn,to be patient; patience,"newest-4, new-5, old-4","a, ad, an",3844,2,2-char,这个很耐心。,This is very to be patient.
司法,司法,sī fǎ,judicial; (administration of) justice,"newest-7, new-7, old-6",n,3845,2,2-char,这是司法。,This is a judicial.
加快,加快,jiā kuài,to accelerate; to speed up,"newest-4, new-3",v,3846,2,2-char,我每天都加快。,I to accelerate every day.
冲动,衝動,chōng dòng,to have an urge; to be impetuous; impulse; urge,"newest-6, new-5, old-6","an, a",3849,2,2-char,这个很冲动。,This is very to have an urge.
考验,考驗,kǎo yàn,to test; to put to the test; trial; ordeal,"newest-6, new-3, old-6","vn, v",3850,2,2-char,我每天都考验。,I to test every day.
分配,分配,fēn pèi,to distribute; to assign; to allocate; to partition (a hard drive),"newest-5, new-3, old-5","v, vn",3851,2,2-char,我每天都分配。,I to distribute every day.
账户,賬戶,zhàng hù,bank account; online account,"newest-5, new-6, old-5",n,3852,2,2-char,这是账户。,This is a bank account.
当成,當成,dàng chéng,to consider as; to take to be,"newest-5, new-6",v,3853,2,2-char,我每天都当成。,I to consider as; to take to be every day.
技巧,技巧,jì qiǎo,skill; technique,"newest-6, new-4, old-6",n,3853,2,2-char,这是技巧。,This is a skill.
远离,遠離,yuǎn lí,to be far from; to keep away from,"newest-4, new-6",v,3854,2,2-char,我每天都远离。,I to be far from every day.
大陆,大陸,Dà lù,mainland China (reference to the PRC),"newest-7, new-4",n,3855,2,2-char,这是大陆。,This is a mainland China.
天下,天下,tiān xià,land under heaven; the whole world; the whole of China; realm; rule,"newest-6, new-6",n,3855,2,2-char,这是天下。,This is a land under heaven.
乐队,樂隊,yuè duì,band; pop group,"newest-7, new-3",n,3860,2,2-char,这是乐队。,This is a band.
适当,適當,shì dàng,suitable; appropriate,"newest-5, new-6","a, ad",3864,2,2-char,这个很适当。,This is very suitable; appropriate.
如同,如同,rú tóng,like; as,"newest-5, new-5",v,3867,2,2-char,我每天都如同。,I like every day.
修改,修改,xiū gǎi,to amend; to alter; to modify,"newest-5, new-3, old-5","v, vn",3871,2,2-char,我每天都修改。,I to amend every day.
宇宙,宇宙,yǔ zhòu,universe; cosmos,"newest-7, new-7, old-5",n,3871,2,2-char,这是宇宙。,This is an universe.
提起,提起,tí qǐ,"to mention; to speak of; to lift; to pick up; to arouse; to raise (a topic, a heavy weight, one's fist, one's spirits etc)","newest-5, new-5",v,3871,2,2-char,我每天都提起。,I to mention every day.
传奇,傳奇,chuán qí,legendary; fantasy saga; romance; short stories of the Tang and Song Dynasty,"newest-7, new-7","n, a",3877,2,2-char,这是传奇。,This is a legendary.
名人,名人,míng rén,personage; celebrity,"newest-3, new-4",n,3879,2,2-char,这是名人。,This is a personage.
公正,公正,gōng zhèng,just; fair; equitable,"newest-6, new-5, old-6","a, ad, an",3881,2,2-char,这个很公正。,This is very just; fair; equitable.
各个,各個,gè gè,"every; various; separately, one by one","newest-4, new-4",r,3882,2,2-char,我在学习“各个”。,I'm learning '各个'.
和谐,和諧,hé xié,harmonious; harmony; (euphemism) to censor,"newest-6, new-6, old-6","a, an, ad",3883,2,2-char,这个很和谐。,This is very harmonious.
要不,要不,yào bù,otherwise; or else; how about...?; either... (or...),"newest-5, new-7, old-5",c,3885,2,2-char,我在学习“要不”。,I'm learning '要不'.
高手,高手,gāo shǒu,expert; past master; dab hand,"newest-6, new-6",n,3886,2,2-char,这是高手。,This is an expert.
辞职,辭職,cí zhí,to resign,"newest-5, new-5, old-5","v, vn",3889,2,2-char,我每天都辞职。,I to resign every day.
呈现,呈現,chéng xiàn,to appear; to emerge; to present (a certain appearance); to demonstrate,"newest-6, new-7, old-6",v,3891,2,2-char,我每天都呈现。,I to appear every day.
电梯,電梯,diàn tī,elevator; escalator,"newest-3, new-4, old-3",n,3894,2,2-char,这是电梯。,This is an elevator.
遵守,遵守,zūn shǒu,to comply with; to abide by; to respect (an agreement),"newest-5, new-5, old-5",v,3894,2,2-char,我每天都遵守。,I to comply with; to abide by; to respect every day.
无比,無比,wú bǐ,incomparable; matchless,"newest-7, new-7, old-6",z,3895,2,2-char,我在学习“无比”。,I'm learning '无比'.
参赛,參賽,cān sài,to compete; to take part in a competition,"newest-4, new-6","v, vn",3896,2,2-char,我每天都参赛。,I to compete every day.
国外,國外,guó wài,abroad; external (affairs); overseas; foreign,new-1,s,3896,2,2-char,这是国外。,This is an abroad.
抓紧,抓緊,zhuā jǐn,to keep a firm grip on; to pay close attention to; to lose no time in (doing sth),"newest-5, new-4, old-5",v,3896,2,2-char,我每天都抓紧。,I to keep a firm grip on every day.
演唱,演唱,yǎn chàng,sung performance; to sing for an audience,"newest-4, new-3","v, vn",3897,2,2-char,我每天都演唱。,I sung performance every day.
相处,相處,xiāng chǔ,"to be in contact (with sb); to associate; to interact; to get along (well, poorly)","newest-5, new-4, old-5","v, vn",3898,2,2-char,我每天都相处。,I to be in contact every day.
建造,建造,jiàn zào,to construct; to build,"newest-5, new-5","v, vn",3900,2,2-char,我每天都建造。,I to construct every day.
信仰,信仰,xìn yǎng,to believe in (a religion); firm belief; conviction,"newest-7, new-6, old-6","vn, n, v",3912,2,2-char,我每天都信仰。,I to believe in every day.
反映,反映,fǎn yìng,to mirror; to reflect; mirror image; reflection; (fig.) to report; to make known; to render,"newest-5, new-4, old-4","v, vn",3914,2,2-char,我每天都反映。,I to mirror every day.
思维,思維,sī wéi,(line of) thought; thinking,"newest-5, new-5, old-6",n,3914,2,2-char,这是思维。,This is a thought.
植物,植物,zhí wù,plant; vegetation,"newest-4, new-4, old-4",n,3915,2,2-char,这是植物。,This is a plant.
规划,規劃,guī huà,to draw up a plan; to map out a program; a plan; a program,"newest-6, new-5, old-6","n, v, vn",3915,2,2-char,这是规划。,This is a to draw up a plan; to map out a program.
不许,不許,bù xǔ,not to allow; must not; can't,"newest-6, new-5",d,3916,2,2-char,他不许来。,He comes not to allow.
保存,保存,bǎo cún,to conserve; to preserve; to keep; to save (a file etc) (computing),"newest-5, new-3, old-5","v, vn",3916,2,2-char,我每天都保存。,I to conserve every day.
跳舞,跳舞,tiào wǔ,to dance,"newest-2, new-3, old-2","v, vn",3920,2,2-char,我每天都跳舞。,I to dance every day.
不止,不止,bù zhǐ,incessantly; without end; more than; not limited to,"newest-6, new-5, old-6",v,3921,2,2-char,我每天都不止。,I incessantly every day.
评委,評委,píng wěi,evaluation committee; judging panel; judging panel member; adjudicator (abbr. for 评选委员会委员),"newest-7, new-7",n,3923,2,2-char,这是评委。,This is an evaluation committee; judging panel.
不准,不准,bù zhǔn,not to allow; to forbid; to prohibit,"newest-7, new-7",v,3924,2,2-char,我每天都不准。,I not to allow every day.
录像,錄像,lù xiàng,to videotape; to videorecord; video recording,"newest-6, new-6","n, v",3924,2,2-char,这是录像。,This is a to videotape.
少女,少女,shào nǚ,girl; young lady,"newest-7, new-7",n,3926,2,2-char,这是少女。,This is a girl.
日期,日期,rì qī,date,"newest-4, new-1, old-5",n,3928,2,2-char,这是日期。,This is a date.
查看,查看,chá kàn,to look over; to examine; to check up; to ferret out,"newest-4, new-6",v,3929,2,2-char,我每天都查看。,I to look over every day.
转身,轉身,zhuǎn shēn,(of a person) to turn round; to face about; (of a widow) to remarry (archaic),"newest-6, new-4","v, vn",3933,2,2-char,我每天都转身。,I to turn round every day.
大道,大道,dà dào,main street; avenue,new-6,n,3934,2,2-char,这是大道。,This is a main street.
从此,從此,cóng cǐ,from now on; since then; henceforth,"newest-4, new-4, old-5",d,3935,2,2-char,他从此来。,He comes from now on.
地震,地震,dì zhèn,earthquake,"newest-5, new-5, old-5",n,3938,2,2-char,这是地震。,This is an earthquake.
震惊,震驚,zhèn jīng,to shock; to astonish,"newest-7, new-5, old-6","v, vn",3938,2,2-char,我每天都震惊。,I to shock every day.
对面,對面,duì miàn,(sitting) opposite; across (the street); directly in front; to be face to face,"newest-4, new-2, old-4","f, n, v",3939,2,2-char,我在学习“对面”。,I'm learning '对面'.
赔偿,賠償,péi cháng,to compensate,"newest-6, new-5, old-5","v, vn",3939,2,2-char,我每天都赔偿。,I to compensate every day.
发明,發明,fā míng,to invent; an invention,"newest-5, new-3, old-5","v, n, vn",3943,2,2-char,我每天都发明。,I to invent every day.
疼痛,疼痛,téng tòng,pain; (of a body part) to be painful; to be sore; to hurt; (of a person) to be in pain,"newest-5, new-6","an, a, n",3944,2,2-char,这个很疼痛。,This is very pain.
混合,混合,hùn hé,to mix; to blend; hybrid; composite,"newest-6, new-6, old-6","vn, v",3950,2,2-char,我每天都混合。,I to mix every day.
播放,播放,bō fàng,to broadcast; to transmit (by radio or TV),"newest-4, new-3, old-6","v, vn",3952,2,2-char,我每天都播放。,I to broadcast; to transmit every day.
返回,返回,fǎn huí,to return to; to come (or go) back,"newest-5, new-5",v,3952,2,2-char,我每天都返回。,I to return to every day.
导弹,導彈,dǎo dàn,(guided) missile,"newest-7, new-7, old-6",n,3955,2,2-char,这是导弹。,This is a missile.
勋章,勛章,xūn zhāng,medal; decoration,"newest-7, new-7",n,3956,2,2-char,这是勋章。,This is a medal.
领袖,領袖,lǐng xiù,leader,"newest-7, new-6, old-6",n,3957,2,2-char,这是领袖。,This is a leader.
会见,會見,huì jiàn,to meet with (sb who is paying a visit),"newest-6, new-6","v, vn",3958,2,2-char,我每天都会见。,I to meet with every day.
合约,合約,hé yuē,treaty; contract,"newest-7, new-6",n,3962,2,2-char,这是合约。,This is a treaty.
玫瑰,玫瑰,méi guī,rugosa rose (shrub) (Rosa rugosa); rose flower,"newest-5, new-7",n,3964,2,2-char,这是玫瑰。,This is a rugosa rose.
代理,代理,dài lǐ,to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate; (computing) proxy,"newest-6, new-5, old-6","vn, v",3966,2,2-char,我每天都代理。,I to act on behalf of sb in a responsible position every day.
头部,頭部,tóu bù,head,new-7,n,3966,2,2-char,这是头部。,This is a head.
过度,過度,guò dù,excessive; over-; excess; going too far; extravagant; intemperate; overdue,"newest-5, new-5, old-6","v, d, vn",3967,2,2-char,我每天都过度。,I excessive every day.
回归,回歸,huí guī,to return to; to retreat; regression (statistics),"newest-7, new-7","v, vn",3970,2,2-char,我每天都回归。,I to return to every day.
明明,明明,míng míng,obviously; plainly; undoubtedly; definitely,"newest-6, new-5, old-6",d,3970,2,2-char,他明明来。,He comes obviously.
机关,機關,jī guān,mechanism; gear; machine-operated; office; agency; organ; organization; establishment; institution; body; stratagem; scheme; intrigue; plot; trick,"newest-7, new-6, old-6",n,3970,2,2-char,这是机关。,This is a mechanism; gear.
邮件,郵件,yóu jiàn,mail; post; email,"newest-3, new-3",n,3970,2,2-char,这是邮件。,This is a mail.
群众,群眾,qún zhòng,mass; multitude; the masses,"newest-6, new-5, old-6",n,3975,2,2-char,这是群众。,This is a mass.
突出,突出,tū chū,prominent; outstanding; to give prominence to; to protrude; to project,"newest-5, new-3, old-5","a, v, ad",3980,2,2-char,这个很突出。,This is very prominent.
投诉,投訴,tóu sù,complaint; to complain; to register a complaint (esp. as a customer),"newest-6, new-4","v, vn",3986,2,2-char,我每天都投诉。,I complaint every day.
无疑,無疑,wú yí,undoubtedly; without doubt; for sure,"newest-6, new-5",d,3987,2,2-char,他无疑来。,He comes undoubtedly; without doubt; for sure.
减肥,減肥,jiǎn féi,to lose weight,"newest-5, new-4, old-4","v, vn",3988,2,2-char,我每天都减肥。,I to lose weight every day.
富有,富有,fù yǒu,rich; wealthy; affluent; to be rich in; to be replete with,"newest-5, new-6","v, a",3988,2,2-char,我每天都富有。,I rich; wealthy; affluent every day.
按摩,按摩,àn mó,massage; to massage,"newest-6, new-5, old-6","vn, v",3990,2,2-char,我每天都按摩。,I massage every day.
绑架,綁架,bǎng jià,to kidnap; to abduct; to hijack; a kidnapping; abduction; staking,"newest-7, new-7, old-6","v, vn",3992,2,2-char,我每天都绑架。,I to kidnap every day.
倾向,傾向,qīng xiàng,trend; tendency; orientation,"newest-6, new-6, old-6","n, v",3997,2,2-char,这是倾向。,This is a trend.
电池,電池,diàn chí,battery,"newest-5, new-5, old-5",n,3997,2,2-char,这是电池。,This is a battery.
诱惑,誘惑,yòu huò,to entice; to lure; to induce; to attract,"newest-7, new-7, old-6","vn, v",3997,2,2-char,我每天都诱惑。,I to entice every day.
其次,其次,qí cì,next; secondly,"newest-4, new-3, old-4","c, r",3998,2,2-char,我在学习“其次”。,I'm learning '其次'.
眼镜,眼鏡,yǎn jìng,spectacles; eyeglasses,"newest-4, new-4, old-3",n,3998,2,2-char,这是眼镜。,This is a spectacles.
饭店,飯店,fàn diàn,restaurant; hotel,"newest-1, new-1",n,3998,2,2-char,这是饭店。,This is a restaurant.
乐观,樂觀,lè guān,optimistic; hopeful,"newest-5, new-3, old-5","a, an",4002,2,2-char,这个很乐观。,This is very optimistic.
体重,體重,tǐ zhòng,body weight,"newest-4, new-4",n,4003,2,2-char,这是体重。,This is a body weight.
实话,實話,shí huà,truth,"newest-6, new-7, old-5",n,4003,2,2-char,这是实话。,This is a truth.
产业,產業,chǎn yè,industry; estate; property; industrial,"newest-5, new-5, old-6",n,4005,2,2-char,这是产业。,This is an industry.
面试,面試,miàn shì,to be interviewed (as a candidate); interview,"newest-4, new-4","v, vn, n",4005,2,2-char,我每天都面试。,I to be interviewed every day.
救命,救命,jiù mìng,to save sb's life; (interj.) Help!; Save me!,"newest-6, new-6","v, vn",4007,2,2-char,我每天都救命。,I to save sb's life every day.
老鼠,老鼠,lǎo shǔ,rat; mouse,"newest-6, old-5",n,4016,2,2-char,这是老鼠。,This is a rat.
脾气,脾氣,pí qi,character; temperament; disposition; bad temper,"newest-4, new-5, old-4",n,4017,2,2-char,这是脾气。,This is a character.
会员,會員,huì yuán,member,"newest-4, new-3",n,4022,2,2-char,这是会员。,This is a member.
热烈,熱烈,rè liè,enthusiastic; ardent; warm,"newest-5, new-3, old-5","a, ad",4022,2,2-char,这个很热烈。,This is very enthusiastic.
居住,居住,jū zhù,to reside; to dwell; to live in a place; resident in,"newest-5, new-4, old-6","v, vn",4023,2,2-char,我每天都居住。,I to reside every day.
相似,相似,xiāng sì,similar; alike,"newest-5, new-3, old-5",a,4024,2,2-char,这个很相似。,This is very similar; alike.
移民,移民,yí mín,to immigrate; to migrate; emigrant; immigrant,"newest-6, new-4, old-5","n, vn, v",4025,2,2-char,这是移民。,This is a to immigrate.
翻译,翻譯,fān yì,to translate; to interpret; translator; interpreter; translation; interpretation,"newest-4, new-4, old-4",,4025,2,2-char,我在学习“翻译”。,I'm learning '翻译'.
担任,擔任,dān rèn,to hold a governmental office or post; to assume office of; to take charge of; to serve as,"newest-5, new-4, old-5",v,4026,2,2-char,我每天都担任。,I to hold a governmental office or post every day.
情人,情人,qíng rén,lover; sweetheart,"newest-7, new-7",n,4038,2,2-char,这是情人。,This is a lover.
情形,情形,qíng xing,circumstances; situation,"newest-6, new-5, old-6",n,4038,2,2-char,这是情形。,This is a circumstances.
烦恼,煩惱,fán nǎo,to be worried; to be distressed; worries,"newest-4, new-7, old-4","an, a",4038,2,2-char,这个很烦恼。,This is very to be worried.
持有,持有,chí yǒu,"to hold (passport, views etc)","newest-6, new-6","v, vn",4039,2,2-char,我每天都持有。,I to hold every day.
特点,特點,tè diǎn,characteristic (feature); trait; feature,"newest-4, new-2, old-4",n,4039,2,2-char,这是特点。,This is a characteristic.
起码,起碼,qǐ mǎ,at the minimum; at the very least,"newest-7, new-5, old-6","d, b",4041,2,2-char,他起码来。,He comes at the minimum.
中学,中學,zhōng xué,middle school,"newest-1, new-1",n,4042,2,2-char,这是中学。,This is a middle school.
沿着,沿著,yán zhe,to go along; to follow,new-6,p,4043,2,2-char,我沿着家来。,I come to go along home.
宿舍,宿舍,sù shè,dormitory; dorm room; living quarters; hostel,"newest-5, new-5, old-5",n,4045,2,2-char,这是宿舍。,This is a dormitory.
合并,合並,hé bìng,variant of 合并,"newest-6, new-5, old-6","v, vn",4049,2,2-char,我每天都合并。,I variant of 合并 every day.
往往,往往,wǎng wǎng,usually; in many cases; more often than not,"newest-4, new-3, old-4",d,4050,2,2-char,他往往来。,He comes usually.
嫉妒,嫉妒,jí dù,to be jealous of; to envy,"newest-7, new-7, old-6",v,4056,2,2-char,我每天都嫉妒。,I to be jealous of; to envy every day.
